stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,1.07,0,0,1.07,32.09,0,0
21Day,0,0,0,0,2.68,12.05,0,1.34
3Month,4.16,0,1.28,1.28,0.32,0.32,0,0.32
22Month,37.17,0,1.09,6.01,0.55,0.55,1.64,2.19
