stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0
72hpf,0,0,0,28.88,0,2.14
21Day,1.34,0,0,10.71,0,1.34
3Month,2.56,1.92,0.32,0,0.64,0.32
22Month,1.64,1.64,0,0.55,0,0.55
