stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,0,0,1.07,17.12,0,0
21Day,0,0,0,0,9.37,0,0
3Month,1.6,0.32,0.32,0.64,0,0,0.32
22Month,6.01,0,0.55,0,0.55,0.55,0
