stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,73.56,12.26
72hpf,1.07,0,0,6.42,1.07
21Day,1.34,2.68,2.68,2.68,4.02
22Month,0.55,0,0,0,0.55
