stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09
72hpf,0,0,0,1.07,0
21Day,0,0,1.34,0,0
3Month,0.96,7.04,2.24,0.32,0
