stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0
72hpf,3.21,0,0,0,0,11.77,0,1.07
21Day,8.03,0,0,0,1.34,8.03,1.34,0
3Month,2.56,0,1.28,1.6,0,0,1.92,0
22Month,4.92,0.55,0,1.09,0,2.73,3.28,0.55
