stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,2.14,49.21,2.14,1.07
21Day,2.68,1.34,0,18.74,0,0
22Month,0,0.55,0,0,0,0
