stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,4.09,0,0,0
72hpf,1.07,0,0,2.14,0,0,0
21Day,2.68,0,5.35,1.34,0,1.34,1.34
3Month,2.24,2.24,1.6,0.32,0,0.32,0.32
22Month,6.56,0.55,2.19,0.55,0.55,0.55,0
