stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,2.14,0,1.07,1.07,0,0,0
21Day,0,1.34,0,0,0,0,0,0
3Month,0.32,1.28,1.92,0.64,0,0,0,0
22Month,1.09,11.48,1.64,1.64,0,0.55,0.55,0.55
