stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,6.42,0,2.14
21Day,1.34,0,0,0,0,0,0
3Month,2.56,0.32,0.32,0,0,0,0
22Month,6.01,0,0,0,0,1.09,0.55
