stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,32.69,0
72hpf,0,1.07,0,0,0,3.21,11.77,1.07
21Day,0,1.34,0,0,1.34,0,10.71,2.68
3Month,0.32,4.16,0.32,15.68,0.96,0.96,0.96,1.92
22Month,0,4.92,0,5.47,7.65,0.55,0.55,1.09
