stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,0,0,0,2.68,0,0,0
3Month,0.32,21.76,1.6,2.24,0,0,0.96,0.96
22Month,0,21.87,0.55,1.64,0,0.55,0.55,0
