stage,Epithelial,Germ,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,1.07,0,0,2.14,0,13.91
21Day,2.68,0,0,0,0,6.69
3Month,0,0,0,0,0,0.32
22Month,2.19,0.55,0.55,0.55,0.55,0
