stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,16.35,0,0,0,4.09,0,0,0
72hpf,0,12.84,0,0,0,5.35,0,0,1.07
21Day,0,30.79,1.34,6.69,0,4.02,0,2.68,1.34
3Month,0.32,24.96,0.32,4.8,0.32,0,0.32,0.32,1.28
22Month,0,11.48,0,1.64,0,0,0.55,0.55,0
