stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,12.26,0,0
72hpf,4.28,0,0,0,0,11.77,0,1.07
21Day,8.03,1.34,0,1.34,0,2.68,2.68,4.02
3Month,13.12,0,59.83,0.64,0.32,0.96,0.32,0
22Month,10.93,0,3.28,1.09,0,1.09,0,0.55
