stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,2.68,0,0,0,0,0,1.34,2.68
3Month,27.84,1.28,2.88,0.64,0.32,0,0,2.24
22Month,18.59,1.09,0.55,0.55,0,0.55,0,1.09
