stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,2.68,0,0,4.02,2.68,0,0,0
3Month,0.32,5.76,41.91,1.28,11.2,3.84,0.32,0.64,0
22Month,0,21.87,0.55,4.37,6.01,0.55,1.64,0,1.09
