stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0
72hpf,3.21,0,0,7.49,0,1.07
21Day,12.05,2.68,1.34,4.02,2.68,6.69
3Month,3.84,0.32,0.64,0,0,0
22Month,4.92,1.09,0,0,1.09,0
