stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,2.14,0,0,0,0,0,0,0
21Day,1.34,1.34,0,0,0,0,0,0
3Month,20.16,11.84,2.56,1.92,0,0,0,0.64
22Month,40.45,2.73,13.67,2.19,0.55,4.37,1.09,1.09
