stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,28.6,0,0,0,0,290.13,0,28.6
72hpf,1.07,8.56,1.07,1.07,0,4.28,57.77,2.14,22.47
21Day,0,6.69,37.48,0,2.68,1.34,17.4,0,1.34
3Month,0.32,6.08,0,1.92,1.92,0.32,0.32,0.32,0
22Month,0,9.84,0,0,1.09,0,0,0,0.55
