stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,8.56,0,1.07
21Day,1.34,0,1.34,10.71,0,2.68
3Month,8.96,108.46,1.6,0.32,1.6,1.28
22Month,9.84,0.55,0.55,0.55,0.55,0
