stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,16.35,0,0,0,0,0
72hpf,1.07,9.63,0,0,0,1.07,14.98
21Day,0,1.34,0,0,2.68,0,13.39
3Month,0,0.32,0,0.32,0.32,0,0.64
22Month,0,4.92,0.55,0.55,0,0,1.64
