stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,1.07,20.33,0
21Day,0,0,1.34,14.72,1.34
22Month,4.37,0.55,0,0,0
