stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,4.09,8.17,0
72hpf,4.28,0,0,0,3.21,4.28
21Day,8.03,0,0,1.34,9.37,1.34
3Month,0.64,0.64,0.32,0,0,0
