stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,8.17,0,4.09
72hpf,0,0,1.07,0,0,0,0,0,1.07
21Day,0,2.68,0,0,5.35,0,0,0,0
3Month,0.32,1.6,0,2.56,4.8,0.64,0,0.96,0.96
22Month,0,2.19,0,0,6.01,0,0,0.55,0
