stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,16.35,0,0,0,0,130.76,8.17
72hpf,2.14,0,0,0,1.07,21.4,8.56
21Day,8.03,5.35,0,5.35,1.34,12.05,0
3Month,0,0,0.32,0,0,0,0
