stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,0,0,0
21Day,1.34,0,0,0,0,0,0,0
3Month,11.84,0,0.32,1.28,0.32,0,0.64,0.32
22Month,4.92,0,0,0.55,0,0.55,0,0
