stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,28.6,0,4.09
72hpf,0,1.07,0,0,0,1.07,0,0
22Month,3.83,61.23,245.45,11.48,1.09,1.64,3.28,10.39
