stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,4.09,0,4.09,0,4.09
72hpf,0,0,0,1.07,4.28,0,1.07
21Day,0,0,1.34,1.34,1.34,1.34,0
3Month,0.32,1.92,1.28,1.6,0,0,0.32
