stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
21Day,0,1.34,0,1.34,0,0,1.34
3Month,0.32,8.64,0.64,0,0.32,0,0
