stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,69.47,8.17
72hpf,2.14,0,0,0,4.28,0
21Day,0,0,2.68,1.34,5.35,2.68
3Month,0.32,0.64,0,0,0,0
