stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,41.72,0,2.14
21Day,1.34,2.68,0,1.34,0,32.12,1.34,1.34
3Month,0,3.52,0.32,0.64,0.32,0.96,0,0.64
22Month,0.55,14.21,0,0.55,0,0,0.55,1.09
