stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,1.07,0,0,0
21Day,4.02,1.34,0,0,9.37,0,0,1.34
3Month,4.48,0,0.96,1.28,0.32,0,0,0.96
22Month,15.31,0,0,8.2,2.73,1.09,0.55,0
