stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,4.28,0,0,0,3.21,1.07,1.07
21Day,0,1.34,0,0,4.02,0,2.68
3Month,0.32,0,1.28,0.32,0,0,0
