stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
21Day,0,0,0,1.34,0,1.34
3Month,1.92,6.4,0.64,0,0.32,0
22Month,1.64,0,0,0,0,0
