stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,167.54,0,0,8.17,0,93.99,0,187.97
72hpf,1.07,23.54,0,0,0,1.07,55.63,1.07,10.7
21Day,0,4.02,1.34,5.35,0,0,24.09,0,16.06
3Month,0.32,27.2,0,81.59,3.2,1.6,1.6,1.92,8.32
22Month,0.55,26.79,1.09,91.84,1.09,0,1.09,7.11,9.29
