stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,73.56,0,12.26
72hpf,0,0,0,1.07,0,13.91,0,3.21
21Day,0,0,0,1.34,1.34,0,1.34,4.02
3Month,0.32,4.16,0.64,0.64,0,0,0,0
