stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,28.6,0,0,0,0,298.31,0,8.17
72hpf,14.98,0,0,0,2.14,124.1,5.35,67.4
21Day,18.74,2.68,0,0,4.02,91.02,1.34,20.08
3Month,0.96,0,0.64,0,0.32,0,0,0.64
22Month,0.55,0,0,0.55,0,0,0,0
