stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,12.26,44.95,0,4.09
72hpf,3.21,5.35,1.07,0,0,355.17,34.23,0,8.56
21Day,0,5.35,2.68,0,4.02,95.04,16.06,0,5.35
3Month,0.64,9.6,0,24.32,1.6,1.6,0,0,3.52
22Month,0,26.79,0.55,1.64,2.73,0,0,12.03,1.64
