stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,1.07,1.07,0,0,1.07
21Day,0,2.68,2.68,1.34,0,1.34,1.34
22Month,0.55,3.28,0,3.28,0,0,0
