stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,2.14
21Day,1.34,0,0,0,0,1.34
3Month,0.32,0.32,0.64,1.6,0,0.96
22Month,0.55,0,0,0,0.55,0
