stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,0,123.15,2.68,0,1.34,6.69,1.34
3Month,0.32,6.72,0,1.28,0.32,0,0
22Month,0,2.73,0,21.32,1.09,0,0.55
