stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,0,0,1.07,1.07,1.07
21Day,0,0,0,1.34,0
22Month,1.09,0.55,0,0,0.55
