stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,69.47,0,0,24.52,24.52,666.08,8.17,4.09,134.85
72hpf,6.42,1.07,0,2.14,0,40.65,0,0,10.7
21Day,8.03,22.76,0,5.35,2.68,18.74,0,0,5.35
3Month,1.28,0,1.28,0.64,0,0,0,0,0
22Month,3.28,0,0,3.28,1.09,0.55,0,0.55,0
