stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,4.09,0
72hpf,1.07,2.14,0,0,2.14,0
21Day,2.68,2.68,0,0,0,2.68
3Month,0,0,0.64,0,0,0
22Month,1.64,0,0,1.09,0,0
