stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,53.12,0,0
72hpf,1.07,4.28,0,0,1.07,3.21,266.38,1.07,25.67
21Day,0,4.02,1.34,0,1.34,0,87,2.68,0
3Month,0.32,3.84,0,6.08,2.24,0.32,3.2,0.32,1.28
22Month,1.09,14.76,0,0.55,3.28,1.64,1.64,2.73,2.73
