stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,3.21,0,0,0,1.07,1.07,0,0
21Day,0,14.72,0,1.34,16.06,0,2.68,0,1.34
3Month,0,24.32,0.32,0.32,8.64,0.32,0.32,0,0.64
22Month,1.09,17.49,1.09,2.19,11.48,0,0.55,0.55,3.28
