stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,0
72hpf,18.19,0,0,3.21,0,1.07
21Day,17.4,0,0,0,0,0
3Month,15.36,3.84,1.92,0,0.32,0
22Month,1.64,0,0,0,0,0
