stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,4.09,0,0,0,98.07,0,12.26
72hpf,0,1.07,0,0,0,17.12,0,2.14
21Day,0,2.68,0,1.34,0,9.37,0,2.68
3Month,0,3.52,2.24,0.64,0.64,0,0,0
22Month,0,1.64,0,0.55,0,0.55,0.55,0
