stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,9.63,0,0,0
21Day,0,2.68,0,1.34,0,0,0
3Month,6.08,0,0.64,0.32,0,0.32,0
22Month,44.83,0,6.01,1.09,1.09,0.55,3.28
