stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,0,32.69,4.09,0
72hpf,0,2.14,0,0,1.07,0,8.56,0,7.49
21Day,0,1.34,5.35,0,0,0,5.35,0,2.68
3Month,0,1.28,0,0.64,0,0.64,0,0,0
22Month,0,7.65,0,1.09,5.47,0,0,0.55,0
