stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,20.43,0,16.35
72hpf,0,7.49,0,0,0,42.79,0,8.56
21Day,0,1.34,0,0,4.02,21.42,0,8.03
3Month,0.32,8.32,16.64,0.96,9.6,1.6,0.32,2.88
22Month,0,6.56,14.21,1.09,0,0,0,1.09
