stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,4.09,12.26,4.09
72hpf,0,0,0,0,11.77,2.14
21Day,1.34,2.68,0,2.68,5.35,0
3Month,1.28,0,0.32,0.64,0.32,0.32
22Month,1.09,0,0,0,0,0.55
