stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,4.09,36.78,4.09
72hpf,2.14,3.21,1.07,0,3.21,3.21,43.86,14.98
21Day,0,4.02,0,0,6.69,1.34,12.05,6.69
3Month,0,4.8,0,0.32,2.56,1.6,0,1.6
22Month,1.64,7.11,0.55,0,1.09,0,0,1.09
