stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,0,10.7,0,2.14
21Day,0,2.68,0,0,0,0,21.42,0,5.35
3Month,0.32,16,0.64,4.48,3.2,0.96,0.96,0,1.6
22Month,1.09,18.59,0,0,4.37,3.83,3.28,1.64,1.09
