stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,4.09
72hpf,1.07,0,0,1.07
21Day,6.69,0,0,1.34
3Month,1.28,0.32,0.32,0.32
22Month,1.64,0,1.09,0
