stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,4.09,0
72hpf,6.42,0,0,0,1.07,4.28
21Day,10.71,0,1.34,1.34,5.35,1.34
3Month,17.6,0.64,1.28,0,0,0.32
22Month,6.56,12.57,1.09,0,0.55,0
