stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,4.09
72hpf,2.14,0,0,26.74,1.07,0,1.07
21Day,4.02,1.34,0,14.72,0,1.34,1.34
3Month,1.92,0.64,0.32,0.32,0,0,0
22Month,1.64,0,1.09,0.55,0,0,0
