stage,Epithelial,Germ,Neuron,Secretory,Stromal
24hpf,0,0,12.26,0,8.17
72hpf,0,0,4.28,0,18.19
21Day,5.35,0,4.02,1.34,78.97
3Month,2.24,1.92,0,0,2.88
22Month,6.01,0,0,0,0.55
