stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,12.26,69.47,0,196.15
72hpf,0,1.07,0,0,16.05,21.4,0,40.65
21Day,0,12.05,0,1.34,33.46,8.03,1.34,5.35
3Month,0.96,3.84,1.6,0.64,12.16,0.32,0.32,2.24
22Month,6.56,9.84,3.83,2.19,10.93,1.64,0.55,2.19
