stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,4.09,0,0,0,0,0
21Day,0,0,0,1.34,1.34,0
3Month,1.92,14.72,0.32,0,0,0.32
22Month,3.28,0.55,0,0,0,0
