stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,36.78,0,4.09,8.17,85.81,0,16.35
72hpf,9.63,1.07,0,0,4.28,0,0
22Month,2.73,10.93,0,0,0,0.55,0
