stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,4.09,0,0
72hpf,0,0,2.14,0,2.14
21Day,6.69,0,2.68,0,2.68
22Month,1.64,1.64,0,0.55,0
