stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,0,0,0,0,0,0,2.14
21Day,0,4.02,0,0,0,0,0,0,1.34
3Month,0.64,48.95,0.64,1.28,10.88,2.24,0.64,0.32,5.76
22Month,1.09,13.67,0,0.55,5.47,0,0.55,1.09,1.64
